genomeQ	genomeR	total_CDS_bases_a	unmapped_CDS_bases_b	fract_CDS_unmapped_X	total_NC_bases_c	unmapped_NC_bases_d	frac_NC_unmapped_Y	genomeQ_size	unmapped_bases
GCF_000026505	GCF_038086925	2368498	98909	0.0417602210345966	498686	27471	0.0550867680263733	2867184	126380
GCF_038086925	GCF_000026505	2485651	0	0	524460	0	0	3010111	0
GCF_000418475	GCF_039857935	2448731	0	0	475713	0	0	2924444	0
GCF_039857935	GCF_000418475	2402930	30199	0.012567573753709	480446	5089	0.0105922413757217	2883376	35288
GCF_000418495	GCF_022220485	2489169	0	0	501982	0	0	2991151	0
GCF_022220485	GCF_000418495	2486495	0	0	504405	0	0	2990900	0
GCF_017570485	GCF_017570525	2474548	0	0	369508	0	0	2844056	0
GCF_017570525	GCF_017570485	2474391	0	0	369645	0	0	2844036	0
GCF_013267375	GCF_013267395	6106236	0	0	630634	0	0	6736870	0
GCF_013267395	GCF_013267375	6108145	0	0	628732	0	0	6736877	0
GCF_002865565	GCF_002902825	2470390	250	0.000101198596173074	568377	0	0	3038767	250
GCF_002902825	GCF_002865565	2435349	0	0	603931	0	0	3039280	0
GCF_003433395	GCF_048629445	2486278	0	0	501207	0	0	2987485	0
GCF_048629445	GCF_003433395	2476099	0	0	513983	0	0	2990082	0
GCF_004010975	GCF_052567965	2446474	39470	0.01613342304067	512702	6013	0.011728060354748	2959176	45483
GCF_052567965	GCF_004010975	2482175	0	0	525328	0	0	3007503	0
GCF_009720565	GCF_022220485	2489169	0	0	501982	0	0	2991151	0
GCF_022220485	GCF_009720565	2488870	0	0	500700	0	0	2989570	0
GCF_015238575	GCF_017795605	2468504	0	0	538968	0	0	3007472	0
GCF_017795605	GCF_015238575	2482061	0	0	525441	0	0	3007502	0
GCF_015238575	GCF_033977045	2453337	26670	0.010870907665763	519242	5915	0.011391605455645	2972579	32585
GCF_033977045	GCF_015238575	2482061	0	0	525441	0	0	3007502	0
GCF_015238575	GCF_045061055	2481013	0	0	523828	0	0	3004841	0
GCF_045061055	GCF_015238575	2482061	0	0	525441	0	0	3007502	0
GCF_016599675	GCF_039857935	2448731	0	0	475713	0	0	2924444	0
GCF_039857935	GCF_016599675	2446948	0	0	477543	0	0	2924491	0
GCF_017795605	GCF_032248855	2475963	0	0	533975	0	0	3009938	0
GCF_032248855	GCF_017795605	2468504	0	0	538968	0	0	3007472	0
GCF_017795605	GCF_038086925	2368498	102547	0.0432962155762851	498686	23830	0.0477855805055686	2867184	126377
GCF_038086925	GCF_017795605	2468504	0	0	538968	0	0	3007472	0
GCF_017570485	GCF_902387255	2400248	97493	0.0406178861517643	362199	19520	0.0538930256571664	2762447	117013
GCF_902387255	GCF_017570485	2474391	32035	0.0129466199965971	369645	4187	0.0113270840941985	2844036	36222
GCF_022220485	GCF_029010255	2472488	0	0	518697	0	0	2991185	0
GCF_029010255	GCF_022220485	2489169	0	0	501982	0	0	2991151	0
GCF_025946725	GCF_025946745	2661494	0	0	585508	0	0	3247002	0
GCF_025946745	GCF_025946725	2647758	0	0	567089	0	0	3214847	0
GCF_028475085	GCF_051549825	2485094	0	0	522051	0	0	3007145	0
GCF_051549825	GCF_028475085	2482800	0	0	524463	0	0	3007263	0
GCF_030770315	GCF_030770335	2554993	29583	0.0115785053031456	491362	6745	0.0137271502476789	3046355	36328
GCF_030770335	GCF_030770315	2576189	7503	0.00291244159492956	497619	2052	0.00412363675824275	3073808	9555
GCF_031594435	GCF_035928125	2447099	0	0	497114	0	0	2944213	0
GCF_035928125	GCF_031594435	2450732	0	0	495041	0	0	2945773	0
GCF_048015625	GCF_054953045	2484927	210	8.45095248270875e-05	520773	0	0	3005700	210
GCF_054953045	GCF_048015625	2480516	0	0	524535	0	0	3005051	0
GCF_048629105	GCF_048629445	2486278	0	0	501207	0	0	2987485	0
GCF_048629445	GCF_048629105	2484659	0	0	502822	0	0	2987481	0
GCF_002174195	GCF_009913655	2691563	0	0	532080	0	0	3223643	0
GCF_009913655	GCF_002174195	2684231	0	0	539365	0	0	3223596	0
GCF_002895245	GCF_024732385	2645096	0	0	552167	0	0	3197263	0
GCF_024732385	GCF_002895245	2648728	0	0	549962	0	0	3198690	0
GCF_003269405	GCF_014041895	2696266	0	0	535117	0	0	3231383	0
GCF_014041895	GCF_003269405	2693167	0	0	538082	0	0	3231249	0
GCF_018847035	GCF_018847375	2655856	68809	0.025908407684754	393223	6777	0.0172344954389748	3049079	75586
GCF_018847375	GCF_018847035	2726896	0	0	398931	0	0	3125827	0
GCF_024800605	GCF_024969905	2716891	156	5.74185714480264e-05	546648	0	0	3263539	156
GCF_024969905	GCF_024800605	2716558	0	0	546895	0	0	3263453	0
GCF_024969715	GCF_024970145	2722848	0	0	532853	0	0	3255701	0
GCF_024970145	GCF_024969715	2718885	0	0	536820	0	0	3255705	0
GCF_029814785	GCF_029834415	2746201	0	0	558037	0	0	3304238	0
GCF_029834415	GCF_029814785	2745883	0	0	558370	0	0	3304253	0
GCF_033802805	GCF_047041085	2661418	0	0	546193	0	0	3207611	0
GCF_047041085	GCF_033802805	2651048	7285	0.0027479698594669	548532	741	0.001350878344381	3199580	8026
GCF_036255815	GCF_049330845	2747684	733	0.000266770123493095	559036	72	0.000128793136756846	3306720	805
GCF_049330845	GCF_036255815	2774407	0	0	533895	0	0	3308302	0
GCF_052232885	GCF_056270385	2645215	0	0	552967	0	0	3198182	0
GCF_056270385	GCF_052232885	2646513	0	0	551668	0	0	3198181	0
GCF_000389675	GCF_046529775	1723305	0	0	268257	0	0	1991562	0
GCF_046529775	GCF_000389675	1715166	0	0	276413	0	0	1991579	0
GCF_001746265	GCF_023614485	1539854	5509	0.00357761190346617	500621	1912	0.00381925648344756	2040475	7421
GCF_023614485	GCF_001746265	1540259	0	0	512807	0	0	2053066	0
GCF_001746265	GCF_902386585	1546953	289	0.000186818862628664	511366	11	2.15110116824349e-05	2058319	300
GCF_902386585	GCF_001746265	1540259	0	0	512807	0	0	2053066	0
GCF_002224305	GCF_039880475	1727025	0	0	264953	0	0	1991978	0
GCF_039880475	GCF_002224305	1713122	0	0	278784	0	0	1991906	0
GCF_018847275	GCF_018847315	2592636	0	0	410048	218	0.000531645075698455	3002684	218
GCF_018847315	GCF_018847275	2599132	707	0.000272013887713283	403586	654	0.00162047246435704	3002718	1361
GCF_020883435	GCF_032917925	1721310	0	0	309602	0	0	2030912	0
GCF_032917925	GCF_020883435	1725851	0	0	311565	0	0	2037416	0
GCF_025946805	GCF_025960345	1711661	48221	0.028172050423536	294139	10006	0.0340179302982603	2005800	58227
GCF_025960345	GCF_025946805	1764593	0	0	311523	0	0	2076116	0
GCF_032463485	GCF_039880475	1727025	0	0	264953	0	0	1991978	0
GCF_039880475	GCF_032463485	1722150	0	0	269874	0	0	1992024	0
GCF_039880475	GCF_046529775	1723305	0	0	268257	416	0.00155075170452216	1991562	416
GCF_046529775	GCF_039880475	1727025	0	0	264953	0	0	1991978	0
GCF_039880475	GCF_051397015	1724907	0	0	267062	0	0	1991969	0
GCF_051397015	GCF_039880475	1727025	0	0	264953	0	0	1991978	0
GCF_042999335	GCF_043000305	1592484	0	0	216672	0	0	1809156	0
GCF_043000305	GCF_042999335	1562221	28853	0.0184692178635417	213953	2539	0.0118670923053194	1776174	31392
GCF_043000305	GCF_043000965	1589657	0	0	217229	0	0	1806886	0
GCF_043000965	GCF_043000305	1592484	0	0	216672	0	0	1809156	0
GCF_000006865	GCF_003722255	1843627	127537	0.0691772251111532	364591	28653	0.0785894330907784	2208218	156190
GCF_003722255	GCF_000006865	1962796	0	0	402793	0	0	2365589	0
GCF_000009425	GCF_017376415	2068577	1615	0.000780729941404163	461714	207	0.000448329485352404	2530291	1822
GCF_017376415	GCF_000009425	2068644	2605	0.00125927902529386	460834	47	0.000101989002547555	2529478	2652
GCF_000269925	GCF_037076365	1654480	46753	0.028258425608046	296059	6819	0.0230325712104682	1950539	53572
GCF_037076365	GCF_000269925	1655441	44376	0.0268061501436777	294694	7123	0.0241708348320631	1950135	51499
GCF_018847375	GCF_018847415	2712259	0	0	407313	0	0	3119572	0
GCF_018847415	GCF_018847375	2655856	63375	0.0238623630196818	393223	6207	0.0157849362829743	3049079	69582
GCF_000269925	GCF_055387315	1655673	3943	0.00238150890906598	309092	359	0.0011614664889418	1964765	4302
GCF_055387315	GCF_000269925	1655441	13907	0.00840078263133509	294694	1658	0.00562617494757274	1950135	15565
GCF_000807375	GCF_035985965	2049385	69992	0.0341526848298392	366879	10806	0.0294538526326118	2416264	80798
GCF_035985965	GCF_000807375	2088165	9183	0.00439764099101364	400534	1588	0.00396470711600014	2488699	10771
GCF_002804185	GCF_002804285	2056529	890	0.000432768028070599	358134	47	0.000131235794423316	2414663	937
GCF_002804285	GCF_002804185	2071741	66344	0.0320233079327966	360317	12226	0.0339312327755837	2432058	78570
GCF_003722255	GCF_017869415	2018120	0	0	390916	0	0	2409036	0
GCF_017869415	GCF_003722255	1843627	152200	0.0825546599176515	364591	41550	0.113963317799946	2208218	193750
GCF_004328725	GCF_055387315	1655673	0	0	309092	0	0	1964765	0
GCF_055387315	GCF_004328725	1630349	0	0	335579	0	0	1965928	0
GCF_017376415	GCF_045348585	2080384	9615	0.00462174290900141	459547	1637	0.00356220364837547	2539931	11252
GCF_045348585	GCF_017376415	2068577	9108	0.00440302681505209	461714	6096	0.0132029784671896	2530291	15204
GCF_025908235	GCF_025908255	1819721	0	0	287494	0	0	2107215	0
GCF_025908255	GCF_025908235	1817066	7484	0.00411872766316689	285401	582	0.00203923602229845	2102467	8066
GCF_026073035	GCF_055386335	1710951	22815	0.0133346893043693	265799	7826	0.0294433011410878	1976750	30641
GCF_055386335	GCF_026073035	1740215	0	0	266944	0	0	2007159	0
GCF_037890745	GCF_037890915	1833015	0	0	279219	0	0	2112234	0
GCF_037890915	GCF_037890745	1827852	0	0	284230	0	0	2112082	0
GCF_037890915	GCF_039645005	1831642	0	0	280510	0	0	2112152	0
GCF_039645005	GCF_037890915	1833015	0	0	279219	0	0	2112234	0
GCF_018847455	GCF_018847475	2429046	2670	0.00109919696868647	374637	161	0.000429749330685437	2803683	2831
GCF_018847475	GCF_018847455	2423731	6969	0.00287531908450236	374691	200	0.000533773162419167	2798422	7169
GCF_037890915	GCF_039645045	1830645	0	0	281559	0	0	2112204	0
GCF_039645045	GCF_037890915	1833015	0	0	279219	0	0	2112234	0
GCF_037891695	GCF_037891795	1831585	62232	0.0339771290985676	259302	5907	0.0227803873475716	2090887	68139
GCF_037891795	GCF_037891695	1879583	11347	0.00603697735082728	266489	2226	0.00835306522970929	2146072	13573
GCF_037891825	GCF_039645535	1748606	0	0	268115	0	0	2016721	0
GCF_039645535	GCF_037891825	1748772	0	0	267944	0	0	2016716	0
GCF_050822385	GCF_050822395	2002633	0	0	397119	0	0	2399752	0
GCF_050822395	GCF_050822385	1994667	0	0	405105	0	0	2399772	0
GCF_001590645	GCF_003004115	3035291	0	0	423627	0	0	3458918	0
GCF_003004115	GCF_001590645	3033036	0	0	425882	0	0	3458918	0
GCF_001752765	GCF_047782525	2959143	40796	0.0137864239747792	404511	3423	0.00846206901666456	3363654	44219
GCF_047782525	GCF_001752765	2996148	575	0.000191913083065323	412414	0	0	3408562	575
GCF_001752885	GCF_001752905	2999720	29361	0.00978791353859693	409641	6092	0.0148715582668727	3409361	35453
GCF_001752905	GCF_001752885	3038473	0	0	414934	0	0	3453407	0
GCF_001752905	GCF_001753125	3002075	0	0	414800	0	0	3416875	0
GCF_001753125	GCF_001752905	2999720	0	0	409641	0	0	3409361	0
GCF_045999325	GCF_045999375	2945252	2382	0.000808759318387697	402169	172	0.000427680900318026	3347421	2554
GCF_045999375	GCF_045999325	2937610	0	0	404766	0	0	3342376	0
GCF_045999375	GCF_045999505	2936309	0	0	411188	0	0	3347497	0
GCF_045999505	GCF_045999375	2945252	0	0	402169	0	0	3347421	0
GCF_018847795	GCF_028994115	2323122	0	0	340990	156	0.000457491422035837	2664112	156
GCF_028994115	GCF_018847795	2306370	0	0	357627	158	0.000441801094436382	2663997	158
GCF_045999375	GCF_045999535	2943328	0	0	404011	0	0	3347339	0
GCF_045999535	GCF_045999375	2945252	0	0	402169	0	0	3347421	0
GCF_045999435	GCF_045999485	2934087	0	0	413331	0	0	3347418	0
GCF_045999485	GCF_045999435	2934282	0	0	413138	0	0	3347420	0
GCF_045999505	GCF_045999555	2936201	0	0	411296	0	0	3347497	0
GCF_045999555	GCF_045999505	2936309	0	0	411188	0	0	3347497	0
GCF_045999675	GCF_045999745	3010851	0	0	430944	0	0	3441795	0
GCF_045999745	GCF_045999675	3010718	0	0	430933	0	0	3441651	0
GCF_045999725	GCF_045999745	3010851	0	0	430944	0	0	3441795	0
GCF_045999745	GCF_045999725	3011100	0	0	431732	0	0	3442832	0
GCF_045999725	GCF_045999755	3011171	0	0	431751	0	0	3442922	0
GCF_045999755	GCF_045999725	3011100	0	0	431732	0	0	3442832	0
GCF_000010005	GCF_054729175	1729141	0	0	312381	0	0	2041522	0
GCF_054729175	GCF_000010005	1724691	0	0	314723	0	0	2039414	0
GCF_015377805	GCF_035928175	1740478	0	0	313232	0	0	2053710	0
GCF_035928175	GCF_015377805	1731858	0	0	307053	0	0	2038911	0
GCF_017134355	GCF_017134375	1847919	0	0	390466	0	0	2238385	0
GCF_017134375	GCF_017134355	1846537	0	0	391227	0	0	2237764	0
GCF_017134375	GCF_024665195	1848769	0	0	384991	0	0	2233760	0
GCF_024665195	GCF_017134375	1847919	0	0	390466	0	0	2238385	0
GCF_028994115	GCF_033170235	2321988	0	0	342124	0	0	2664112	0
GCF_033170235	GCF_028994115	2323122	0	0	340990	0	0	2664112	0
GCF_021228055	GCF_054729175	1729141	0	0	312381	0	0	2041522	0
GCF_054729175	GCF_021228055	1735501	0	0	306029	0	0	2041530	0
GCF_024800585	GCF_041200135	1712231	0	0	365406	0	0	2077637	0
GCF_041200135	GCF_024800585	1708332	0	0	369084	0	0	2077416	0
GCF_028743095	GCF_030770375	1592303	0	0	314744	0	0	1907047	0
GCF_030770375	GCF_028743095	1599225	0	0	306108	0	0	1905333	0
GCF_030845215	GCF_050032855	1872089	0	0	352426	0	0	2224515	0
GCF_050032855	GCF_030845215	1839893	0	0	348645	0	0	2188538	0
GCF_035928175	GCF_040959015	1662953	74148	0.0445881513187685	280709	6246	0.0222508006512082	1943662	80394
GCF_040959015	GCF_035928175	1740478	5135	0.00295033892988018	313232	651	0.00207833171578894	2053710	5786
GCF_035928175	GCF_040961095	1731638	0	0	307874	0	0	2039512	0
GCF_040961095	GCF_035928175	1740478	0	0	313232	0	0	2053710	0
GCF_035928175	GCF_054729175	1729141	0	0	312381	0	0	2041522	0
GCF_054729175	GCF_035928175	1740478	1058	0.000607878984968497	313232	95	0.00030328957450069	2053710	1153
GCF_000022925	GCF_001952795	2670300	0	0	335048	0	0	3005348	0
GCF_001952795	GCF_000022925	2668302	0	0	330752	0	0	2999054	0
GCF_001952795	GCF_001999025	2654575	6025	0.00226966651912265	342218	1200	0.00350653676896014	2996793	7225
GCF_001999025	GCF_001952795	2670300	1053	0.000394337714863499	335048	131	0.000390988753850195	3005348	1184
GCF_001952795	GCF_002213645	2669519	6870	0.00257349732292597	328687	1471	0.00447538235464135	2998206	8341
GCF_002213645	GCF_001952795	2670300	6318	0.00236602628918099	335048	909	0.00271304410114372	3005348	7227
GCF_028994115	GCF_052377865	2318479	3287	0.0014177398199423	342212	69	0.00020162939931972	2660691	3356
GCF_052377865	GCF_028994115	2323122	0	0	340990	0	0	2664112	0
GCF_001999065	GCF_002213925	2651140	0	0	327965	0	0	2979105	0
GCF_002213925	GCF_001999065	2574999	53858	0.0209157362779558	347012	6883	0.0198350489320254	2922011	60741
GCF_002213825	GCF_029872415	2627972	11436	0.00435164453806966	320230	1967	0.00614246010679824	2948202	13403
GCF_029872415	GCF_002213825	2596605	45604	0.0175629331376933	314316	6202	0.0197317349419056	2910921	51806
GCF_002213925	GCF_048320315	2576786	73289	0.0284420204083692	324706	7827	0.0241048825706947	2901492	81116
GCF_048320315	GCF_002213925	2651140	0	0	327965	0	0	2979105	0
GCF_002214125	GCF_040543175	2652663	73714	0.0277886787729915	336752	9558	0.028382904927068	2989415	83272
GCF_040543175	GCF_002214125	2618035	24454	0.00934059323118293	324199	2196	0.00677361743867193	2942234	26650
GCF_009866905	GCF_046844555	2613755	71542	0.0273713488831203	337228	7635	0.0226404687629734	2950983	79177
GCF_046844555	GCF_009866905	2684208	0	0	346605	0	0	3030813	0
GCF_009866905	GCF_051790875	2649254	0	0	381605	0	0	3030859	0
GCF_051790875	GCF_009866905	2684208	0	0	346605	0	0	3030813	0
GCF_016775745	GCF_048320315	2576786	0	0	324706	0	0	2901492	0
GCF_048320315	GCF_016775745	2576735	0	0	324658	0	0	2901393	0
GCF_018336695	GCF_040543175	2652663	122178	0.0460586210913335	336752	11795	0.035025775644985	2989415	133973
GCF_040543175	GCF_018336695	2661118	22920	0.00861292133607003	312668	3730	0.0119295866542147	2973786	26650
GCF_018336755	GCF_046844555	2613755	36098	0.0138107818062519	337228	4766	0.0141328715290545	2950983	40864
GCF_046844555	GCF_018336755	2649724	476	0.000179641351325647	314748	0	0	2964472	476
GCF_029891435	GCF_029891535	2631123	2901	0.00110257103145691	327963	342	0.00104280055981925	2959086	3243
GCF_029891535	GCF_029891435	2627578	2832	0.00107779864194326	330904	299	0.000903585329884196	2958482	3131
GCF_030848265	GCF_030848305	2321682	79231	0.0341265513537168	328393	12546	0.0382042248159979	2650075	91777
GCF_030848305	GCF_030848265	2404100	2707	0.00112599309512915	342768	49	0.000142953834663679	2746868	2756
GCF_030730725	GCF_030758335	2584268	5510	0.00213213180676308	328694	633	0.00192580333075748	2912962	6143
GCF_030758335	GCF_030730725	2590958	0	0	328679	0	0	2919637	0
GCF_040543175	GCF_041764935	2636984	24489	0.00928674576713397	337879	2161	0.00639578073807487	2974863	26650
GCF_041764935	GCF_040543175	2652663	96267	0.036290701080386	336752	12621	0.0374786192806576	2989415	108888
GCF_041764935	GCF_041765525	2606909	25254	0.00968733469407639	335502	6133	0.0182800698654553	2942411	31387
GCF_041765525	GCF_041764935	2636984	0	0	337879	0	0	2974863	0
GCF_041765525	GCF_041765555	2607066	0	0	335344	0	0	2942410	0
GCF_041765555	GCF_041765525	2606909	0	0	335502	0	0	2942411	0
GCF_046844555	GCF_051789525	2590978	0	0	386265	0	0	2977243	0
GCF_051789525	GCF_046844555	2613755	23838	0.00912021210863298	337228	3004	0.00890791986430546	2950983	26842
GCF_046844555	GCF_051792215	2731569	0	0	340588	0	0	3072157	0
GCF_051792215	GCF_046844555	2613755	109326	0.0418271796706271	337228	8257	0.0244849182155693	2950983	117583
GCF_048320315	GCF_052810825	2615004	0	0	330475	0	0	2945479	0
GCF_052810825	GCF_048320315	2576786	37990	0.0147431723084494	324706	3872	0.0119246333606401	2901492	41862
GCF_052779645	GCF_052785905	2619591	0	0	327223	0	0	2946814	0
GCF_052785905	GCF_052779645	2616076	0	0	330737	0	0	2946813	0
GCF_052781175	GCF_052785475	2622419	0	0	327907	0	0	2950326	0
GCF_052785475	GCF_052781175	2622699	0	0	327628	0	0	2950327	0
GCF_052781175	GCF_056242145	2622470	0	0	327857	0	0	2950327	0
GCF_056242145	GCF_052781175	2622699	0	0	327628	0	0	2950327	0
GCF_000007845	GCF_001683135	4120743	136	3.30037568467628e-05	1107913	33	2.9785732273202e-05	5228656	169
GCF_001683135	GCF_000007845	4100336	0	0	1126957	401	0.000355825466277773	5227293	401
GCF_050092775	GCF_050093275	5874245	1474	0.000250925863664182	707067	1629	0.00230388350750353	6581312	3103
GCF_050093275	GCF_050092775	5941001	0	0	649319	0	0	6590320	0
GCF_052782585	GCF_052785475	2622419	0	0	327907	0	0	2950326	0
GCF_052785475	GCF_052782585	2622453	0	0	327872	0	0	2950325	0
GCF_052809925	GCF_056242145	2622470	0	0	327857	0	0	2950327	0
GCF_056242145	GCF_052809925	2622531	0	0	327796	0	0	2950327	0
GCF_029814215	GCF_039614735	4002990	0	0	707028	0	0	4710018	0
GCF_039614735	GCF_029814215	4004868	0	0	705134	0	0	4710002	0
GCF_030123245	GCF_030123265	4259290	0	0	990393	0	0	5249683	0
GCF_030123265	GCF_030123245	4256856	0	0	992838	0	0	5249694	0
GCF_041937585	GCF_041956855	4030838	0	0	1134326	0	0	5165164	0
GCF_041956855	GCF_041937585	4029535	0	0	1135693	0	0	5165228	0
GCF_017277335	GCF_021460095	2572580	0	0	360423	0	0	2933003	0
GCF_021460095	GCF_017277335	2571963	0	0	361036	0	0	2932999	0
GCF_021460095	GCF_021460115	2572211	0	0	360793	0	0	2933004	0
GCF_021460115	GCF_021460095	2572580	0	0	360423	0	0	2933003	0
GCF_025561165	GCF_025561265	2375059	0	0	402425	0	0	2777484	0
GCF_025561265	GCF_025561165	2375742	0	0	402234	0	0	2777976	0
GCF_025561205	GCF_025561265	2375059	35767	0.0150594153661025	402425	4216	0.0104764863017954	2777484	39983
GCF_025561265	GCF_025561205	2411433	0	0	407854	0	0	2819287	0
GCF_025561205	GCF_025561305	2411596	0	0	407291	0	0	2818887	0
GCF_025561305	GCF_025561205	2411433	0	0	407854	0	0	2819287	0
GCF_000973605	GCF_025809235	3479775	0	0	551033	0	0	4030808	0
GCF_025809235	GCF_000973605	3503030	1309	0.000373676502913192	509903	250	0.000490289329539148	4012933	1559
GCF_039790465	GCF_900474615	2455084	55852	0.0227495271037569	356775	9491	0.0266022002662743	2811859	65343
GCF_900474615	GCF_039790465	2478293	36850	0.0148691054689659	360689	2475	0.00686186714870706	2838982	39325
GCF_044790795	GCF_044795985	2410815	0	0	332011	0	0	2742826	0
GCF_044795985	GCF_044790795	2410815	0	0	332011	0	0	2742826	0
GCF_044794315	GCF_044795985	2410815	0	0	332011	0	0	2742826	0
GCF_044795985	GCF_044794315	2410815	0	0	332011	0	0	2742826	0
GCF_978559525	GCF_978587555	2570193	407	0.00015835386681078	363405	0	0	2933598	407
GCF_978587555	GCF_978559525	2573174	357	0.000138739160274432	360458	288	0.000798983515416498	2933632	645
GCF_978585375	GCF_978934855	2570878	1582	0.000615353976345824	362189	109	0.000300947847670691	2933067	1691
GCF_978934855	GCF_978585375	2544482	0	0	389024	724	0.00186106769762277	2933506	724
GCF_978587355	GCF_978934855	2570878	0	0	362189	0	0	2933067	0
GCF_978934855	GCF_978587355	2556220	0	0	375742	0	0	2931962	0
GCF_978587555	GCF_978599135	2529153	43825	0.0173279354787947	356344	3282	0.0092102013784433	2885497	47107
GCF_978599135	GCF_978587555	2570193	0	0	363405	0	0	2933598	0
GCF_978587555	GCF_978632225	2568746	0	0	364734	0	0	2933480	0
GCF_978632225	GCF_978587555	2570193	252	9.80471116371416e-05	363405	0	0	2933598	252
GCF_978587555	GCF_978934855	2570878	620	0.000241162746734773	362189	25	6.9024735704287e-05	2933067	645
GCF_978934855	GCF_978587555	2570193	0	0	363405	0	0	2933598	0
GCF_978632265	GCF_978685155	2561853	1436	0.000560531771338949	373920	345	0.000922657252888318	2935773	1781
GCF_978685155	GCF_978632265	2569167	632	0.000245994129614774	364330	510	0.00139982982460956	2933497	1142
GCF_009497935	GCF_029931445	3828735	0	0	622429	0	0	4451164	0
GCF_029931445	GCF_009497935	3840697	459	0.000119509557770373	609939	42	6.88593449508885e-05	4450636	501
GCF_978632265	GCF_978934855	2570878	229	8.90746274230049e-05	362189	0	0	2933067	229
GCF_978934855	GCF_978632265	2569167	0	0	364330	0	0	2933497	0
GCF_000422145	GCF_023516355	2298394	23168	0.010080082005087	357193	5202	0.0145635552768391	2655587	28370
GCF_023516355	GCF_000422145	2304309	4593	0.00199322226316002	377535	858	0.00227263697405539	2681844	5451
GCF_000427275	GCF_007974925	2171983	5426	0.00249817793233188	340808	528	0.00154925940705617	2512791	5954
GCF_007974925	GCF_000427275	2104692	6984	0.00331830025485914	396690	798	0.00201164637374272	2501382	7782
GCF_000819525	GCF_042503735	2170065	0	0	354699	0	0	2524764	0
GCF_042503735	GCF_000819525	2174006	0	0	350773	0	0	2524779	0
GCF_000819525	GCF_042508685	2161265	0	0	363507	0	0	2524772	0
GCF_042508685	GCF_000819525	2174006	0	0	350773	0	0	2524779	0
GCF_000819525	GCF_042604765	2182577	0	0	342222	0	0	2524799	0
GCF_042604765	GCF_000819525	2174006	0	0	350773	0	0	2524779	0
GCF_000963675	GCF_007980985	2364248	43926	0.018579269179883	374923	6285	0.0167634420934432	2739171	50211
GCF_007980985	GCF_000963675	2335136	31988	0.0136985597412742	369083	4392	0.0118997623840708	2704219	36380
GCF_002285595	GCF_023516275	2300579	64788	0.0281616062738989	357380	13733	0.0384268845486597	2657959	78521
GCF_023516275	GCF_002285595	2346128	32953	0.0140456957165167	400339	4529	0.01131291230682	2746467	37482
GCF_002285615	GCF_007980645	2374363	18591	0.00782988953247671	377054	2081	0.00551910336450482	2751417	20672
GCF_007980645	GCF_002285615	2377266	14928	0.00627948239700564	376498	1941	0.00515540587200994	2753764	16869
GCF_007963885	GCF_007980785	2279227	18554	0.00814047920632741	355792	1221	0.00343178036605657	2635019	19775
GCF_007980785	GCF_007963885	2285515	8523	0.00372913763418748	355772	828	0.00232733323589265	2641287	9351
GCF_011769925	GCF_035658255	3434582	0	0	495211	0	0	3929793	0
GCF_035658255	GCF_011769925	3437819	0	0	491766	0	0	3929585	0
GCF_007963885	GCF_023516355	2298394	0	0	357193	0	0	2655587	0
GCF_023516355	GCF_007963885	2285515	8324	0.00364206754276388	355772	2043	0.00574244178856121	2641287	10367
GCF_007964465	GCF_030370335	2326316	0	0	370765	0	0	2697081	0
GCF_030370335	GCF_007964465	2333763	0	0	365792	0	0	2699555	0
GCF_007965105	GCF_007974375	2244130	61999	0.0276271873732805	347421	8715	0.0250848394311225	2591551	70714
GCF_007974375	GCF_007965105	2351516	0	0	364161	0	0	2715677	0
GCF_007965745	GCF_007980645	2374363	8662	0.00364813636331092	377054	5239	0.0138945615216919	2751417	13901
GCF_007980645	GCF_007965745	2373385	14752	0.00621559502567009	372689	1148	0.00308031629589282	2746074	15900
GCF_007973265	GCF_007974125	2241529	4699	0.002096336920022	349580	1265	0.00361862806796728	2591109	5964
GCF_007974125	GCF_007973265	2242128	3524	0.0015717211506212	348490	817	0.002344400126259	2590618	4341
GCF_007974025	GCF_007974375	2244130	0	0	347421	0	0	2591551	0
GCF_007974375	GCF_007974025	2244935	835	0.000371948408305808	348401	3	8.61076747770529e-06	2593336	838
GCF_007974125	GCF_007978365	2234987	0	0	356843	0	0	2591830	0
GCF_007978365	GCF_007974125	2241529	0	0	349580	0	0	2591109	0
GCF_007975085	GCF_007978045	2233670	0	0	349564	0	0	2583234	0
GCF_007978045	GCF_007975085	2233426	0	0	349804	0	0	2583230	0
GCF_007975765	GCF_007980985	2364248	4648	0.00196595281036507	374923	419	0.00111756280622955	2739171	5067
GCF_007980985	GCF_007975765	2325080	13731	0.00590560324806028	372433	2668	0.00716370461264174	2697513	16399
GCF_007978365	GCF_007979065	2248005	0	0	345182	0	0	2593187	0
GCF_007979065	GCF_007978365	2234987	717	0.000320807235120383	356843	220	0.000616517628200637	2591830	937
GCF_024499135	GCF_035658255	3434582	0	0	495211	0	0	3929793	0
GCF_035658255	GCF_024499135	3419587	0	0	510176	0	0	3929763	0
GCF_007979905	GCF_007980645	2374363	5228	0.00220185371823938	377054	702	0.0018618022882664	2751417	5930
GCF_007980645	GCF_007979905	2316941	39092	0.0168722466389951	366778	5507	0.0150145319512075	2683719	44599
GCF_007980145	GCF_007980285	2281444	28786	0.0126174475463785	363394	4766	0.013115241308332	2644838	33552
GCF_007980285	GCF_007980145	2295458	31473	0.01371098926663	366475	3353	0.00914932805784842	2661933	34826
